timestamp(ms),X(g),Y(g),Z(g),class
105265,-2.43,-1.41,-9.96,0
152989,-2.43,-1.37,-9.89,0
34009,-3.88,-1.49,-9.45,1
37345,-2.43,-1.45,-9.92,0
50149,-3.14,-1.41,-9.77,5
249709,-2.24,-1.26,-10.04,2
114793,-3.96,-1.49,-9.49,1
46513,-2.63,-1.37,-9.89,4
58861,-2.39,-1.45,-9.92,0
73405,-3.14,-1.45,-9.77,5
73609,-2.75,-1.37,-9.89,4
96409,-2.47,-1.41,-9.89,0
104485,-2.63,-1.37,-9.89,3
75229,-2.71,-1.37,-9.92,4
143893,-2.39,-1.37,-9.92,0
127057,-2.71,-1.37,-9.92,3
93949,-3.22,-1.45,-9.85,5
154753,-2.43,-1.37,-9.96,0
117877,-2.71,-1.37,-9.85,4
231793,-2.63,-1.37,-9.96,3
207025,-3.92,-1.45,-9.49,1
44209,-2.43,-1.49,-9.92,0
195265,-3.96,-1.49,-9.49,1
137869,-2.71,-1.45,-9.89,4
238525,-3.18,-1.49,-9.81,5
33829,-2.35,-1.45,-9.96,0
100225,-2.20,-1.22,-10.12,2
57529,-2.35,-1.53,-9.96,0
161125,-2.20,-1.22,-10.00,2
226669,-2.63,-1.33,-9.89,3
98725,-2.24,-1.22,-10.00,2
97657,-2.75,-1.41,-9.92,4
84277,-2.71,-1.41,-9.89,4
50869,-2.39,-1.45,-10.00,0
149161,-3.14,-1.45,-9.81,5
130717,-2.24,-1.18,-10.00,2
47689,-3.88,-1.53,-9.57,1
80701,-3.84,-1.49,-9.49,1
126373,-2.75,-1.37,-9.96,3
213361,-3.18,-1.49,-9.85,5
168169,-3.18,-1.45,-9.73,5
68029,-3.77,-1.53,-9.53,1
39877,-3.14,-1.53,-9.77,5
87349,-3.88,-1.61,-9.41,1
236329,-2.71,-1.37,-9.92,4
22453,-2.67,-1.37,-9.89,3
63265,-2.67,-1.37,-9.96,3
23209,-2.67,-1.41,-9.92,3
116785,-2.71,-1.45,-9.89,4
146305,-3.18,-1.49,-9.77,5
114973,-2.71,-1.37,-9.92,3
142117,-2.43,-1.45,-9.96,0
27553,-3.84,-1.53,-9.53,1
85645,-3.96,-1.49,-9.49,1
134101,-2.71,-1.41,-9.89,4
211285,-2.67,-1.33,-9.96,3
148357,-4.00,-1.49,-9.53,1
26773,-3.14,-1.49,-9.77,5
103813,-2.67,-1.41,-9.92,4
54817,-3.92,-1.53,-9.53,1
117769,-2.20,-1.22,-10.00,2
128521,-2.63,-1.37,-9.89,3
62533,-2.75,-1.37,-9.92,4
22753,-2.71,-1.37,-9.92,3
40009,-3.06,-1.49,-9.69,5
119389,-3.84,-1.53,-9.57,1
155065,-2.39,-1.37,-9.96,0
77245,-3.18,-1.45,-9.85,5
25297,-3.18,-1.49,-9.77,5
133213,-2.43,-1.41,-9.96,0
144997,-2.39,-1.41,-10.00,0
136297,-2.71,-1.37,-9.92,3
55957,-3.18,-1.45,-9.77,5
206677,-2.39,-1.37,-9.96,0
249961,-2.16,-1.18,-10.00,2
193297,-2.20,-1.18,-10.04,2
149089,-2.24,-1.26,-10.00,2
108673,-3.77,-1.53,-9.41,1
61933,-2.47,-1.45,-9.92,0
55933,-3.14,-1.49,-9.85,5
166369,-2.67,-1.37,-9.96,3
236173,-2.24,-1.22,-10.00,2
36637,-2.63,-1.41,-9.85,3
184093,-3.06,-1.53,-9.85,5
205153,-2.75,-1.33,-9.92,4
103213,-2.71,-1.41,-9.85,4
35557,-3.18,-1.49,-9.81,5
184933,-2.20,-1.22,-10.12,2
207493,-2.35,-1.37,-9.92,0
245953,-2.75,-1.41,-9.96,4
82837,-2.12,-1.22,-10.00,2
217453,-2.20,-1.18,-10.04,2
238801,-2.20,-1.22,-10.08,2
230113,-2.12,-1.18,-10.00,2
248353,-3.96,-1.53,-9.45,1
222445,-3.10,-1.49,-9.73,5
216781,-2.39,-1.33,-9.96,0
191689,-2.67,-1.33,-9.89,3
218737,-2.43,-1.33,-9.96,0
48157,-3.88,-1.49,-9.57,1
221569,-2.63,-1.37,-9.96,3
142117,-2.67,-1.37,-9.96,3
35617,-2.71,-1.49,-9.81,3
189757,-2.71,-1.37,-9.85,4
100981,-3.14,-1.45,-9.77,5
107593,-3.14,-1.53,-9.77,5
20965,-3.77,-1.53,-9.61,1
146113,-2.67,-1.41,-10.00,4
179125,-3.92,-1.49,-9.53,1
95485,-2.47,-1.45,-9.92,0
119749,-2.20,-1.22,-10.00,2
132457,-2.71,-1.45,-9.89,4
132061,-3.14,-1.49,-9.69,5
57553,-2.63,-1.41,-9.92,3
124309,-2.35,-1.45,-9.96,0
196669,-3.88,-1.45,-9.45,1
68281,-2.20,-1.26,-10.00,2
121585,-2.43,-1.45,-9.92,0
187969,-2.71,-1.45,-9.92,4
166885,-3.10,-1.45,-9.81,5
220189,-3.10,-1.49,-9.73,5
100357,-2.67,-1.41,-9.89,4
36121,-2.63,-1.45,-9.89,4
197149,-2.67,-1.41,-9.81,4
66805,-4.00,-1.53,-9.49,1
26233,-2.71,-1.37,-9.89,4
251521,-2.16,-1.22,-10.00,2
180001,-3.14,-1.45,-9.81,5
26833,-2.67,-1.41,-9.92,3
111697,-2.67,-1.37,-9.92,3
251977,-2.20,-1.22,-9.96,2
216973,-2.20,-1.22,-10.04,2
182989,-3.18,-1.45,-9.73,5
55777,-3.88,-1.45,-9.53,1
39961,-2.43,-1.49,-9.96,0
149521,-3.96,-1.53,-9.45,1
130453,-2.20,-1.22,-10.04,2
64981,-2.16,-1.22,-10.16,2
210097,-3.84,-1.49,-9.53,1
152941,-3.18,-1.49,-9.81,5
132637,-3.88,-1.53,-9.53,1
136045,-3.18,-1.45,-9.77,5
131509,-3.14,-1.49,-9.85,5
198997,-3.96,-1.45,-9.49,1
201769,-2.35,-1.33,-9.96,0
243265,-3.96,-1.53,-9.53,1
117529,-3.18,-1.49,-9.81,5
228073,-2.43,-1.33,-9.96,0
216277,-3.22,-1.45,-9.81,5
39361,-2.67,-1.37,-9.92,3
50329,-2.71,-1.49,-9.92,4
117757,-2.43,-1.45,-9.96,0
184477,-2.20,-1.26,-10.00,2
37729,-3.14,-1.49,-9.81,5
218281,-2.67,-1.37,-9.96,3
248701,-2.63,-1.33,-9.89,3
164353,-2.20,-1.22,-10.04,2
213733,-2.20,-1.18,-10.04,2
139237,-2.43,-1.45,-9.96,0
241597,-3.96,-1.53,-9.45,1
167425,-2.71,-1.41,-9.89,4
47737,-2.24,-1.26,-10.00,2
64213,-2.67,-1.41,-9.81,3
164677,-2.63,-1.41,-9.89,3
137797,-2.24,-1.18,-10.00,2
192421,-3.14,-1.53,-9.81,5
210385,-2.20,-1.18,-10.04,2
63289,-2.39,-1.41,-9.96,0
107329,-2.39,-1.41,-9.96,0
51373,-2.16,-1.26,-10.00,2
243745,-2.43,-1.33,-9.96,0
248509,-2.35,-1.37,-9.96,0
116161,-3.88,-1.49,-9.49,1
144565,-3.14,-1.53,-9.77,5
126577,-2.43,-1.37,-9.96,0
226741,-3.18,-1.45,-9.81,5
191809,-2.71,-1.41,-9.96,4
203689,-2.75,-1.41,-9.92,4
101341,-2.67,-1.41,-9.89,3
120241,-3.10,-1.53,-9.77,5
199537,-2.67,-1.37,-9.92,3
124177,-2.20,-1.22,-10.08,2
174049,-3.92,-1.53,-9.57,1
106321,-2.67,-1.33,-9.96,3
182917,-3.96,-1.53,-9.53,1
67549,-2.67,-1.37,-9.92,3
201025,-3.92,-1.53,-9.49,1
33589,-2.71,-1.37,-9.92,4
115141,-3.92,-1.57,-9.49,1
175741,-3.18,-1.49,-9.81,5
152545,-2.43,-1.41,-9.96,0
130873,-3.14,-1.49,-9.92,5
176941,-3.96,-1.45,-9.49,1
41173,-2.20,-1.29,-10.08,2
160681,-2.20,-1.22,-10.00,2
246253,-3.18,-1.45,-9.85,5
77797,-2.16,-1.22,-10.00,2
122437,-3.14,-1.49,-9.81,5
90193,-2.71,-1.45,-9.96,4
205825,-2.24,-1.18,-10.00,2
108949,-2.20,-1.26,-10.00,2
212761,-2.12,-1.22,-10.00,2
242125,-3.88,-1.53,-9.45,1
27253,-2.71,-1.45,-9.85,4
119065,-2.12,-1.22,-10.00,2
126013,-2.43,-1.41,-10.00,0
96757,-2.67,-1.41,-9.89,3
20749,-3.14,-1.49,-9.85,5
82357,-3.84,-1.49,-9.57,1
66073,-2.75,-1.41,-9.89,4
62677,-2.20,-1.22,-10.04,2
241489,-2.71,-1.33,-9.92,3
241345,-2.16,-1.26,-10.04,2
35017,-3.14,-1.53,-9.85,5
52849,-2.67,-1.33,-9.92,3
161941,-3.96,-1.53,-9.49,1
42157,-3.14,-1.49,-9.73,5
51469,-2.71,-1.37,-9.89,4
213433,-2.43,-1.37,-10.00,0
91585,-2.71,-1.37,-9.92,3
166921,-2.71,-1.41,-10.00,4
76669,-3.96,-1.49,-9.53,1
212221,-2.39,-1.33,-9.96,0
220777,-2.71,-1.41,-9.92,4
83665,-2.67,-1.49,-9.89,4
32449,-3.10,-1.45,-9.77,5
31045,-2.67,-1.41,-9.89,4
134533,-2.35,-1.45,-10.00,0
134929,-3.88,-1.49,-9.61,1
116653,-2.79,-1.41,-9.89,3
71341,-2.24,-1.22,-9.96,2
108901,-2.75,-1.41,-9.89,3
257377,-2.20,-1.22,-10.04,2
148249,-3.10,-1.45,-9.81,5
20881,-2.63,-1.45,-9.92,4
98761,-2.43,-1.45,-9.96,0
196825,-3.18,-1.45,-9.81,5
69505,-3.92,-1.49,-9.49,1
185197,-2.79,-1.37,-9.89,4
179893,-2.35,-1.37,-9.96,0
67849,-2.39,-1.49,-9.92,0
226981,-3.18,-1.41,-9.77,5
32905,-3.10,-1.49,-9.89,5
149989,-3.14,-1.45,-9.77,5
95701,-2.75,-1.33,-9.92,4
92473,-3.88,-1.45,-9.53,1
40165,-2.75,-1.41,-9.81,3
29821,-3.84,-1.45,-9.53,1
187093,-2.16,-1.29,-10.04,2
62113,-2.67,-1.37,-9.89,4
36769,-2.35,-1.45,-9.96,0
93241,-3.80,-1.45,-9.61,1
99397,-2.63,-1.41,-9.92,3
160945,-2.67,-1.49,-9.89,4
72361,-2.47,-1.45,-9.92,0
201169,-3.14,-1.49,-9.89,5
55885,-2.39,-1.45,-9.92,0
149965,-2.39,-1.41,-9.96,0
162673,-3.18,-1.45,-9.85,5
156961,-2.67,-1.33,-9.96,3
244309,-2.43,-1.33,-9.96,0
192013,-2.12,-1.22,-10.08,2
193933,-2.71,-1.41,-9.96,4
177637,-2.67,-1.37,-9.92,3
139441,-2.71,-1.45,-9.85,4
258961,-2.20,-1.22,-10.00,2
199753,-2.20,-1.18,-10.00,2
99973,-2.16,-1.22,-10.04,2
204109,-2.35,-1.33,-9.96,0
49573,-3.10,-1.45,-9.77,5
213205,-2.24,-1.18,-10.00,2
25957,-3.10,-1.53,-9.77,5
47689,-2.39,-1.41,-9.96,0
157393,-2.16,-1.22,-10.04,2
218101,-2.71,-1.41,-9.89,4
67585,-2.67,-1.37,-9.89,3
194161,-2.67,-1.37,-9.89,4
104233,-2.63,-1.37,-9.92,3
26305,-3.88,-1.49,-9.49,1
253813,-2.24,-1.26,-10.04,2
37273,-2.75,-1.37,-9.85,3
102541,-3.84,-1.49,-9.53,1
185293,-2.35,-1.33,-9.96,0
78025,-2.20,-1.26,-10.04,2
30925,-2.31,-1.49,-9.96,0
128917,-2.71,-1.37,-9.89,4
231817,-3.96,-1.53,-9.45,1
139609,-2.75,-1.45,-10.00,4
33277,-3.96,-1.49,-9.49,1
253549,-2.20,-1.26,-10.04,2
23329,-2.71,-1.41,-9.92,3
82141,-2.71,-1.41,-9.89,4
138793,-3.80,-1.49,-9.57,1
212077,-2.39,-1.37,-10.00,0
97141,-2.47,-1.41,-10.00,0
119809,-3.14,-1.45,-9.77,5
134329,-2.67,-1.41,-9.89,3
34705,-3.84,-1.53,-9.57,1
75697,-3.18,-1.45,-9.77,5
135541,-2.28,-1.18,-10.00,2
47833,-2.20,-1.26,-10.00,2
141445,-2.12,-1.22,-10.00,2
84457,-3.84,-1.49,-9.57,1
142969,-2.28,-1.22,-9.92,2
239953,-3.92,-1.49,-9.45,1
141073,-3.88,-1.49,-9.53,1
81073,-3.92,-1.53,-9.57,1
236977,-3.22,-1.45,-9.73,5
105757,-2.63,-1.37,-9.92,3
218425,-3.18,-1.49,-9.81,5
180889,-2.63,-1.41,-9.85,3
178093,-2.71,-1.53,-9.77,4
114865,-2.75,-1.41,-9.89,4
70981,-3.10,-1.53,-9.81,5
193057,-2.67,-1.45,-9.92,4
157873,-2.20,-1.22,-10.04,2
232033,-2.75,-1.41,-9.92,4
229585,-3.14,-1.45,-9.77,5
194605,-3.10,-1.53,-9.81,5
152461,-3.14,-1.49,-9.85,5
240493,-2.67,-1.37,-9.96,3
50629,-2.39,-1.45,-9.96,0
222517,-4.04,-1.49,-9.41,1
65341,-2.20,-1.22,-10.00,2
233329,-3.18,-1.45,-9.89,5
234865,-3.18,-1.49,-9.81,5
102049,-2.75,-1.41,-9.92,4
202789,-2.39,-1.29,-10.00,0
228433,-2.39,-1.33,-9.96,0
55753,-2.71,-1.41,-9.89,4
97633,-3.18,-1.45,-9.77,5
96109,-3.80,-1.53,-9.53,1
43429,-2.75,-1.33,-9.89,4
30397,-2.71,-1.37,-9.92,3
168709,-2.75,-1.37,-9.89,4
197629,-2.71,-1.45,-9.92,4
108337,-3.80,-1.53,-9.57,1
127381,-2.71,-1.37,-9.89,4
41785,-3.14,-1.49,-9.81,5
129253,-2.67,-1.41,-9.92,3
243181,-2.75,-1.45,-9.96,4
222301,-2.75,-1.37,-9.92,4
110617,-2.16,-1.22,-10.00,2
202609,-3.18,-1.57,-9.81,5
241645,-2.75,-1.45,-9.96,4
99301,-2.59,-1.41,-9.89,3
175513,-2.43,-1.37,-9.96,0
60469,-2.71,-1.37,-9.92,3
147505,-2.71,-1.45,-9.89,4
99169,-2.67,-1.41,-9.96,3
243229,-2.75,-1.41,-9.85,4
115549,-2.20,-1.26,-10.00,2
188437,-2.71,-1.41,-9.85,4
198853,-2.43,-1.33,-9.96,0
72565,-2.71,-1.37,-9.96,3
190993,-2.20,-1.22,-10.04,2
148981,-2.67,-1.37,-9.92,3
238489,-4.00,-1.53,-9.45,1
94621,-3.22,-1.45,-9.81,5
67573,-2.71,-1.45,-9.92,4
201313,-2.67,-1.37,-9.96,3
248185,-2.67,-1.37,-9.96,3
96709,-2.47,-1.41,-9.92,0
159529,-2.67,-1.41,-9.92,4
238477,-2.71,-1.41,-9.92,4
215305,-2.35,-1.33,-10.00,0
30829,-2.39,-1.49,-9.96,0
74881,-2.67,-1.41,-9.92,3
103741,-2.71,-1.41,-9.92,4
165505,-2.71,-1.41,-9.89,4
129493,-2.12,-1.22,-10.00,2
180901,-3.96,-1.53,-9.53,1
43453,-2.20,-1.22,-10.00,2
136261,-2.12,-1.26,-10.00,2
114637,-2.43,-1.45,-9.92,0
218905,-2.75,-1.41,-9.92,4
111805,-2.71,-1.41,-9.89,4
20737,-3.14,-1.45,-9.85,5
60169,-2.75,-1.37,-9.92,4
81169,-3.88,-1.49,-9.53,1
68833,-3.92,-1.53,-9.57,1
112657,-2.71,-1.45,-9.96,4
157873,-3.96,-1.45,-9.53,1
146341,-2.20,-1.18,-10.00,2
191317,-2.39,-1.33,-9.96,0
212305,-3.96,-1.45,-9.53,1
36805,-3.10,-1.45,-9.77,5
94501,-2.43,-1.45,-9.92,0
108853,-3.06,-1.49,-9.81,5
74833,-2.71,-1.37,-9.89,3
131869,-2.67,-1.37,-9.89,3
247561,-2.67,-1.41,-9.96,3
223753,-2.20,-1.22,-9.96,2
85249,-2.71,-1.45,-9.89,4
104677,-2.51,-1.45,-9.96,0
24973,-2.71,-1.41,-9.96,4
31609,-2.16,-1.26,-10.04,2
57985,-2.71,-1.41,-9.89,4
83833,-2.20,-1.22,-10.00,2
129397,-2.20,-1.26,-10.04,2
111025,-3.14,-1.49,-9.81,5
196141,-3.18,-1.45,-9.77,5
246949,-2.39,-1.29,-9.96,0
92545,-2.43,-1.45,-9.96,0
132745,-2.67,-1.45,-9.85,3
147361,-3.18,-1.53,-9.77,5
178249,-2.20,-1.18,-10.00,2
188941,-2.67,-1.41,-9.85,4
48901,-2.67,-1.45,-9.96,4
30253,-2.63,-1.33,-9.96,3
152125,-3.84,-1.49,-9.53,1
173713,-3.14,-1.49,-9.81,5
72061,-3.88,-1.45,-9.41,1
106429,-2.43,-1.41,-9.92,0
235921,-2.12,-1.22,-10.00,2
209905,-2.39,-1.33,-9.96,0
52369,-2.43,-1.49,-9.96,0
196237,-2.39,-1.33,-10.00,0
149821,-3.10,-1.45,-9.77,5
26653,-2.35,-1.49,-9.92,0
155293,-3.92,-1.61,-9.45,1
166525,-2.67,-1.33,-9.96,3
204505,-2.39,-1.37,-9.92,0
235081,-2.20,-1.10,-10.16,2
127081,-2.71,-1.41,-9.96,4
73225,-2.75,-1.33,-9.89,3
45301,-2.67,-1.45,-9.89,4
146437,-2.20,-1.14,-9.96,2
116209,-3.18,-1.53,-9.85,5
175261,-3.96,-1.53,-9.45,1
156169,-2.63,-1.37,-9.92,3
114037,-2.51,-1.49,-9.96,0
181501,-2.39,-1.41,-9.92,0
118285,-2.71,-1.33,-9.96,3
202645,-3.92,-1.49,-9.45,1
117205,-2.47,-1.41,-9.92,0
165121,-2.71,-1.41,-9.92,4
20701,-2.67,-1.41,-9.89,4
147097,-2.20,-1.26,-10.04,2
219637,-2.67,-1.37,-9.92,3
232357,-2.20,-1.18,-10.00,2
204997,-2.63,-1.37,-9.96,3
71797,-2.39,-1.41,-9.92,0
244945,-3.22,-1.49,-9.77,5
139789,-3.18,-1.41,-9.73,5
192661,-3.18,-1.49,-9.77,5
48217,-2.35,-1.45,-9.92,0
161065,-3.10,-1.53,-9.81,5
221989,-3.88,-1.49,-9.49,1
128005,-3.96,-1.53,-9.49,1
232933,-2.20,-1.22,-10.00,2
140233,-2.43,-1.41,-9.96,0
221641,-3.18,-1.49,-9.77,5
244225,-3.14,-1.45,-9.81,5
51565,-2.39,-1.45,-9.96,0
100045,-2.59,-1.41,-9.96,3
23785,-3.80,-1.45,-9.57,1
104569,-2.71,-1.41,-9.89,4
33997,-2.39,-1.49,-9.96,0
201421,-3.88,-1.49,-9.53,1
119965,-3.88,-1.49,-9.49,1
27853,-2.71,-1.37,-9.89,4
208321,-2.67,-1.37,-9.92,3
169357,-3.18,-1.49,-9.81,5
36793,-2.24,-1.22,-10.00,2
223549,-3.96,-1.49,-9.57,1
111217,-2.39,-1.45,-9.96,0
116761,-3.84,-1.49,-9.57,1
59173,-3.88,-1.45,-9.45,1
153409,-2.63,-1.37,-9.92,3
177373,-2.71,-1.41,-9.85,4
204349,-2.20,-1.22,-10.04,2
114085,-3.18,-1.45,-9.92,5
246253,-2.24,-1.18,-10.00,2
147181,-3.96,-1.53,-9.49,1
48421,-3.80,-1.53,-9.57,1
56569,-3.92,-1.53,-9.53,1
180157,-4.00,-1.49,-9.45,1
112453,-2.39,-1.41,-9.92,0
52717,-2.20,-1.26,-10.04,2
95461,-2.16,-1.22,-10.00,2
141493,-3.14,-1.49,-9.77,5
60889,-2.75,-1.41,-9.92,4
135325,-2.67,-1.45,-9.92,3
226513,-2.67,-1.41,-9.92,4
52909,-2.67,-1.37,-9.92,4
169357,-2.20,-1.26,-9.96,2
238873,-2.75,-1.41,-9.89,4
86101,-2.43,-1.45,-9.96,0
223189,-3.18,-1.49,-9.73,5
182185,-3.88,-1.53,-9.49,1
154177,-3.14,-1.45,-9.85,5
231085,-2.71,-1.41,-9.85,4
174601,-2.43,-1.33,-9.96,0
187753,-3.92,-1.49,-9.49,1
26353,-2.35,-1.49,-9.92,0
69121,-2.67,-1.41,-9.85,4
155389,-2.39,-1.41,-10.00,0
237265,-3.14,-1.53,-9.73,5
39697,-2.71,-1.37,-9.89,4
111421,-3.88,-1.45,-9.45,1
119257,-2.71,-1.45,-9.85,4
82237,-3.92,-1.53,-9.49,1
222421,-2.67,-1.41,-9.85,4
222373,-3.14,-1.49,-9.69,5
71581,-2.75,-1.41,-9.92,4
174397,-2.39,-1.33,-10.00,0
196357,-3.96,-1.49,-9.45,1
85945,-2.16,-1.22,-10.00,2
79801,-2.47,-1.45,-9.96,0
91429,-3.84,-1.53,-9.73,1
112825,-3.14,-1.49,-9.77,5
205393,-2.67,-1.37,-9.89,3
82297,-3.88,-1.49,-9.45,1
53425,-2.39,-1.49,-9.96,0
161461,-2.67,-1.37,-9.92,3
175909,-2.67,-1.33,-9.92,3
104557,-2.47,-1.45,-9.96,0
143197,-3.96,-1.45,-9.53,1
209617,-2.79,-1.41,-9.89,4
224917,-2.67,-1.37,-9.96,3
61909,-3.18,-1.41,-9.77,5
221653,-2.67,-1.33,-9.96,3
202117,-2.71,-1.41,-9.89,4
213229,-2.16,-1.22,-10.08,2
191017,-2.24,-1.22,-10.00,2
56593,-2.71,-1.37,-9.89,3
169033,-3.96,-1.53,-9.53,1
28741,-2.39,-1.49,-9.96,0
110233,-2.63,-1.33,-9.92,3
134989,-2.63,-1.33,-10.04,3
53869,-2.20,-1.26,-10.04,2
60685,-2.63,-1.37,-9.89,3
207793,-3.14,-1.53,-9.77,5
113749,-2.43,-1.45,-9.96,0
182389,-3.14,-1.49,-9.89,5
210349,-3.10,-1.45,-9.73,5
110041,-2.71,-1.37,-9.92,4
226057,-2.59,-1.41,-9.96,3
152761,-2.16,-1.22,-10.08,2
163741,-2.39,-1.37,-9.96,0
105001,-3.14,-1.49,-9.81,5
163057,-2.24,-1.26,-10.00,2
104653,-2.67,-1.37,-9.92,3
234049,-3.14,-1.49,-9.85,5
100813,-2.16,-1.26,-9.96,2
55609,-2.67,-1.33,-9.92,3
227881,-2.71,-1.37,-9.92,3
155329,-2.39,-1.41,-9.96,0
75805,-3.84,-1.53,-9.57,1
108673,-2.47,-1.45,-9.92,0
42793,-2.71,-1.41,-9.92,4
200317,-2.12,-1.14,-10.12,2
103237,-3.14,-1.45,-9.77,5
69469,-2.67,-1.37,-9.89,3
95365,-3.14,-1.49,-9.81,5
145801,-2.67,-1.45,-9.85,4
36601,-2.67,-1.37,-9.89,3
211237,-3.22,-1.49,-9.81,5
232021,-2.63,-1.29,-10.08,3
210361,-2.71,-1.41,-9.92,4
129289,-3.18,-1.45,-9.85,5
191137,-3.88,-1.53,-9.49,1
71965,-2.43,-1.45,-9.92,0
26689,-3.10,-1.45,-9.73,5
66037,-2.43,-1.45,-9.92,0
176593,-3.84,-1.53,-9.49,1
104341,-3.84,-1.49,-9.49,1
235645,-2.39,-1.33,-9.96,0
230581,-2.39,-1.37,-9.96,0
66193,-2.63,-1.41,-9.92,3
132673,-3.92,-1.49,-9.57,1
240229,-2.20,-1.26,-10.04,2
55909,-2.39,-1.45,-9.92,0
206509,-2.16,-1.22,-10.00,2
144121,-3.88,-1.53,-9.49,1
94849,-2.67,-1.33,-9.96,3
116365,-3.84,-1.57,-9.61,1
249157,-2.43,-1.29,-9.96,0
156049,-2.39,-1.37,-10.00,0
244309,-2.67,-1.37,-9.89,3
165469,-2.71,-1.45,-9.92,4
156625,-2.71,-1.45,-9.92,4
200845,-3.18,-1.49,-9.77,5
40933,-3.84,-1.53,-9.41,1
36649,-3.84,-1.49,-9.45,1
168637,-3.14,-1.49,-9.81,5
211297,-2.20,-1.26,-10.04,2
205117,-2.71,-1.41,-9.92,4
229345,-3.10,-1.49,-9.81,5
132241,-2.71,-1.41,-10.00,4
98557,-3.92,-1.49,-9.49,1
211837,-2.67,-1.37,-9.92,3
243253,-2.75,-1.37,-9.92,4
49249,-2.39,-1.49,-9.92,0
164257,-2.20,-1.22,-10.04,2
196177,-2.71,-1.41,-9.92,4
90205,-2.63,-1.37,-9.92,3
28033,-2.39,-1.49,-9.92,0
182833,-3.88,-1.53,-9.53,1
53797,-2.20,-1.22,-10.00,2
23017,-3.77,-1.45,-9.57,1
93325,-2.39,-1.45,-9.96,0
117637,-3.88,-1.49,-9.53,1
36145,-2.43,-1.45,-9.92,0
159049,-3.88,-1.49,-9.53,1
161881,-3.92,-1.49,-9.57,1
192853,-2.67,-1.33,-9.92,3
145825,-3.18,-1.45,-9.73,5
82657,-2.39,-1.45,-10.00,0
73165,-2.63,-1.41,-9.92,3
199825,-4.00,-1.53,-9.45,1
42577,-2.20,-1.26,-10.00,2
175945,-2.39,-1.33,-9.96,0
176893,-2.24,-1.26,-10.00,2
76045,-3.88,-1.49,-9.53,1
28513,-3.18,-1.45,-9.81,5
28021,-2.35,-1.49,-9.89,0
123541,-4.00,-1.53,-9.49,1
235237,-3.18,-1.49,-9.81,5
182353,-3.92,-1.53,-9.49,1
45421,-3.18,-1.45,-9.85,5
168385,-2.35,-1.37,-10.00,0
105697,-2.16,-1.26,-10.04,2
49321,-2.43,-1.45,-9.92,0
198517,-2.35,-1.33,-9.96,0
119389,-2.43,-1.37,-9.92,0
200989,-2.39,-1.33,-9.96,0
157585,-2.35,-1.37,-9.96,0
251161,-2.43,-1.33,-9.96,0
135277,-3.92,-1.45,-9.45,1
40261,-3.92,-1.49,-9.45,1
184717,-3.18,-1.49,-9.81,5
256741,-2.16,-1.22,-10.00,2
201277,-2.71,-1.41,-9.92,4
157957,-2.39,-1.45,-9.92,0
140185,-3.88,-1.53,-9.53,1
52237,-2.67,-1.37,-9.89,3
160237,-3.14,-1.45,-9.77,5
244321,-2.20,-1.22,-10.00,2
157477,-3.10,-1.45,-9.81,5
87169,-3.10,-1.49,-9.85,5
45325,-2.63,-1.41,-9.96,3
222409,-2.67,-1.45,-9.96,4
222277,-2.67,-1.41,-9.89,4
102565,-2.59,-1.37,-9.92,3
134845,-2.39,-1.45,-9.96,0
118933,-2.75,-1.37,-9.92,4
61093,-3.92,-1.49,-9.49,1
210781,-3.18,-1.49,-9.77,5
202249,-3.18,-1.45,-9.73,5
95401,-2.71,-1.41,-9.92,3
106117,-2.59,-1.37,-9.92,3
79081,-2.24,-1.22,-10.04,2
99217,-2.71,-1.37,-9.96,4
53557,-3.10,-1.57,-9.73,5
192373,-2.71,-1.37,-9.85,4
56845,-2.67,-1.37,-9.85,4
126589,-2.75,-1.37,-9.92,4
218353,-2.67,-1.33,-9.92,3
229129,-2.71,-1.37,-9.92,4
83437,-3.14,-1.53,-9.77,5
69037,-3.88,-1.49,-9.53,1
88129,-3.22,-1.49,-9.73,5
61525,-2.71,-1.41,-9.92,4
55333,-3.88,-1.49,-9.49,1
135493,-3.92,-1.53,-9.45,1
82549,-2.71,-1.49,-9.85,3
70045,-3.10,-1.49,-9.81,5
186049,-2.71,-1.41,-9.92,4
153217,-3.96,-1.49,-9.53,1
28453,-2.71,-1.37,-9.92,3
170773,-3.14,-1.49,-9.81,5
118129,-2.71,-1.41,-9.96,4
175285,-2.39,-1.37,-9.96,0
144781,-3.92,-1.53,-9.49,1
105697,-2.82,-1.41,-9.89,4
67081,-2.67,-1.37,-9.92,4
153145,-2.67,-1.37,-9.89,3
181921,-3.96,-1.49,-9.49,1
110053,-2.71,-1.45,-9.92,4
231733,-2.67,-1.45,-9.92,4
134329,-3.18,-1.49,-9.85,5
46285,-2.39,-1.49,-9.92,0
79933,-2.67,-1.41,-9.89,4
186661,-2.20,-1.26,-9.96,2
38137,-3.14,-1.45,-9.85,5
88633,-2.47,-1.45,-9.96,0
180709,-2.75,-1.37,-9.89,4
196861,-2.67,-1.37,-9.89,3
117625,-2.71,-1.45,-9.85,4
231937,-2.67,-1.45,-9.85,4
41173,-3.84,-1.49,-9.53,1
167797,-2.39,-1.37,-10.00,0
59977,-2.35,-1.45,-9.92,0
225925,-2.59,-1.37,-9.96,4
213037,-3.14,-1.49,-9.81,5
49501,-2.43,-1.45,-9.96,0
